rosbagTimestamp,data
1543950573008637847,"""$GPRMC,190933.00,A,4150.1043644,N,08737.4024283,W,5.883,168.6,041218,0.0,E,A*27\r\"
1543950574023554258,"""$GPRMC,190934.00,A,4150.0998460,N,08737.4037717,W,8.081,180.7,041218,0.0,E,A*20\r\"
1543950575031737171,"""$GPRMC,190935.00,A,4150.0976766,N,08737.4043202,W,8.747,183.7,041218,0.0,E,A*28\r\"
1543950576021673500,"""$GPRMC,190936.00,A,4150.0950441,N,08737.4042015,W,8.656,184.7,041218,0.0,E,A*2A\r\"
1543950577026543787,"""$GPRMC,190937.00,A,4150.0929677,N,08737.4035487,W,8.052,175.4,041218,0.0,E,A*22\r\"
1543950578031711242,"""$GPRMC,190938.00,A,4150.0902995,N,08737.4048760,W,8.170,186.0,041218,0.0,E,A*2E\r\"
1543950579031455361,"""$GPRMC,190939.00,A,4150.0877866,N,08737.4052892,W,7.821,199.8,041218,0.0,E,A*2C\r\"
1543950580034751907,"""$GPRMC,190940.00,A,4150.0859837,N,08737.4068502,W,8.014,220.1,041218,0.0,E,A*2E\r\"
1543950581031481872,"""$GPRMC,190941.00,A,4150.0846216,N,08737.4092393,W,8.246,245.7,041218,0.0,E,A*23\r\"
1543950582031945196,"""$GPRMC,190942.00,A,4150.0839478,N,08737.4122708,W,8.698,260.0,041218,0.0,E,A*2D\r\"
1543950583025762563,"""$GPRMC,190943.00,A,4150.0838424,N,08737.4156135,W,9.654,267.0,041218,0.0,E,A*29\r\"
1543950584023718447,"""$GPRMC,190944.00,A,4150.0845931,N,08737.4184604,W,10.090,268.7,041218,0.0,E,A*19\r\"
1543950585019652811,"""$GPRMC,190945.00,A,4150.0844737,N,08737.4222840,W,10.710,267.2,041218,0.0,E,A*15\r\"
1543950586020746826,"""$GPRMC,190946.00,A,4150.0845507,N,08737.4261716,W,10.572,271.7,041218,0.0,E,A*19\r\"
1543950587009822469,"""$GPRMC,190947.00,V,4150.0856974,N,08737.4294860,W,,,041218,0.0,E,N*3C\r\n"""
1543950588010455249,"""$GPRMC,190948.00,V,4150.0810201,N,08737.4357911,W,,,041218,0.0,E,N*31\r\n"""
1543950589017614359,"""$GPRMC,190949.00,A,4150.0839967,N,08737.4377598,W,10.060,267.2,041218,0.0,E,A*11\r\"
1543950590030039965,"""$GPRMC,190950.00,A,4150.0833623,N,08737.4418777,W,10.257,268.0,041218,0.0,E,A*1A\r\"
1543950591026723931,"""$GPRMC,190951.00,A,4150.0829362,N,08737.4454643,W,9.523,273.0,041218,0.0,E,A*28\r\"
1543950592027433325,"""$GPRMC,190952.00,A,4150.0825399,N,08737.4489368,W,8.601,272.9,041218,0.0,E,A*25\r\"
1543950593027400695,"""$GPRMC,190953.00,A,4150.0837762,N,08737.4519809,W,8.357,271.5,041218,0.0,E,A*2A\r\"
1543950594023942932,"""$GPRMC,190954.00,A,4150.0827470,N,08737.4557881,W,8.488,268.6,041218,0.0,E,A*28\r\"
1543950595027895389,"""$GPRMC,190955.00,A,4150.0829705,N,08737.4586944,W,7.768,268.5,041218,0.0,E,A*23\r\"
1543950596023284415,"""$GPRMC,190956.00,V,4150.0804646,N,08737.4628699,W,,,041218,0.0,E,N*3E\r\n"""
1543950597018255628,"""$GPRMC,190957.00,A,4150.0828228,N,08737.4644914,W,7.490,270.7,041218,0.0,E,A*2D\r\"
1543950598015198232,"""$GPRMC,190958.00,A,4150.0831477,N,08737.4669707,W,7.590,262.2,041218,0.0,E,A*22\r\"
1543950599015260662,"""$GPRMC,190959.00,A,4150.0828346,N,08737.4697126,W,7.022,267.0,041218,0.0,E,A*21\r\"
1543950600011290085,"""$GPRMC,191000.00,A,4150.0851052,N,08737.4709176,W,6.425,273.5,041218,0.0,E,A*2C\r\"
1543950601015719431,"""$GPRMC,191001.00,A,4150.0843970,N,08737.4736779,W,6.962,268.8,041218,0.0,E,A*2B\r\"
1543950602027193542,"""$GPRMC,191002.00,A,4150.0837079,N,08737.4762751,W,7.012,267.1,041218,0.0,E,A*29\r\"
1543950603032274370,"""$GPRMC,191003.00,A,4150.0828582,N,08737.4795179,W,7.066,267.2,041218,0.0,E,A*23\r\"
1543950604030512394,"""$GPRMC,191004.00,A,4150.0823580,N,08737.4826572,W,6.829,269.9,041218,0.0,E,A*22\r\"
1543950605019039823,"""$GPRMC,191005.00,A,4150.0830216,N,08737.4843458,W,6.644,274.1,041218,0.0,E,A*22\r\"
1543950606025219970,"""$GPRMC,191006.00,A,4150.0826447,N,08737.4873004,W,6.725,271.0,041218,0.0,E,A*28\r\"
1543950607034531600,"""$GPRMC,191007.00,A,4150.0820723,N,08737.4901740,W,7.082,268.0,041218,0.0,E,A*2E\r\"
1543950608020313169,"""$GPRMC,191008.00,A,4150.0850292,N,08737.4913891,W,7.516,266.8,041218,0.0,E,A*27\r\"
1543950609022180809,"""$GPRMC,191009.00,A,4150.0824896,N,08737.4952967,W,7.533,264.5,041218,0.0,E,A*2E\r\"
1543950610033874051,"""$GPRMC,191010.00,A,4150.0817607,N,08737.4977177,W,7.866,274.1,041218,0.0,E,A*26\r\"
1543950611034945509,"""$GPRMC,191011.00,A,4150.0823037,N,08737.5010876,W,7.879,270.0,041218,0.0,E,A*2F\r\"
1543950612026277473,"""$GPRMC,191012.00,A,4150.0821141,N,08737.5040498,W,8.017,269.1,041218,0.0,E,A*21\r\"
1543950613014602450,"""$GPRMC,191013.00,A,4150.0832831,N,08737.5061654,W,7.703,271.8,041218,0.0,E,A*20\r\"
1543950614027481687,"""$GPRMC,191014.00,A,4150.0818959,N,08737.5098176,W,8.002,267.4,041218,0.0,E,A*23\r\"
1543950615026037955,"""$GPRMC,191015.00,A,4150.0818901,N,08737.5129658,W,7.807,268.8,041218,0.0,E,A*2E\r\"
1543950616030308679,"""$GPRMC,191016.00,A,4150.0817368,N,08737.5155069,W,7.572,267.3,041218,0.0,E,A*23\r\"
1543950617034355038,"""$GPRMC,191017.00,A,4150.0817590,N,08737.5182484,W,7.480,269.2,041218,0.0,E,A*2D\r\"
1543950618019101400,"""$GPRMC,191018.00,A,4150.0831847,N,08737.5202388,W,7.334,266.5,041218,0.0,E,A*21\r\"
1543950619030129259,"""$GPRMC,191019.00,A,4150.0823059,N,08737.5231443,W,7.266,271.4,041218,0.0,E,A*25\r\"
1543950620045925601,"""$GPRMC,191020.00,A,4150.0818540,N,08737.5261726,W,6.616,269.4,041218,0.0,E,A*24\r\"
1543950621031038418,"""$GPRMC,191021.00,A,4150.0819107,N,08737.5289725,W,7.017,269.4,041218,0.0,E,A*20\r\"
1543950622019834338,"""$GPRMC,191022.00,A,4150.0818286,N,08737.5316910,W,7.554,269.8,041218,0.0,E,A*29\r\"
1543950623015199063,"""$GPRMC,191023.00,A,4150.0818454,N,08737.5346152,W,7.995,272.3,041218,0.0,E,A*2A\r\"
1543950624013980498,"""$GPRMC,191024.00,A,4150.0819056,N,08737.5376966,W,8.360,273.8,041218,0.0,E,A*23\r\"
1543950625015234236,"""$GPRMC,191025.00,A,4150.0831548,N,08737.5400921,W,9.133,270.6,041218,0.0,E,A*2F\r\"
1543950626015050980,"""$GPRMC,191026.00,A,4150.0828802,N,08737.5437044,W,9.179,272.5,041218,0.0,E,A*26\r\"
1543950627023148180,"""$GPRMC,191027.00,A,4150.0847354,N,08737.5466148,W,9.591,273.8,041218,0.0,E,A*21\r\"
1543950628021752262,"""$GPRMC,191028.00,A,4150.0827135,N,08737.5509302,W,9.866,269.0,041218,0.0,E,A*2F\r\"
1543950629024969524,"""$GPRMC,191029.00,V,,,,,,,041218,0.0,E,N*1A\r\n"""
1543950630005757205,"""$GPRMC,191030.00,V,,,,,,,041218,0.0,E,N*12\r\n"""
1543950631001342456,"""$GPRMC,191031.00,V,,,,,,,041218,0.0,E,N*13\r\n"""
1543950631996236931,"""$GPRMC,191032.00,V,,,,,,,041218,0.0,E,N*10\r\n"""
1543950633001913340,"""$GPRMC,191033.00,V,4150.0823755,N,08737.5701244,W,,,041218,0.0,E,N*3C\r\n"""
1543950634014226082,"""$GPRMC,191034.00,A,4150.0841244,N,08737.5730854,W,9.638,269.6,041218,0.0,E,A*24\r\"
1543950635016893437,"""$GPRMC,191035.00,A,4150.0827232,N,08737.5774371,W,8.887,271.4,041218,0.0,E,A*28\r\"
1543950636027048051,"""$GPRMC,191036.00,A,4150.0827565,N,08737.5806489,W,8.532,272.7,041218,0.0,E,A*27\r\"
1543950637027536991,"""$GPRMC,191037.00,A,4150.0827760,N,08737.5833975,W,8.210,285.6,041218,0.0,E,A*27\r\"
1543950638030100300,"""$GPRMC,191038.00,A,4150.0835323,N,08737.5863632,W,8.350,304.5,041218,0.0,E,A*2F\r\"
1543950639031136740,"""$GPRMC,191039.00,A,4150.0851372,N,08737.5885884,W,8.528,329.4,041218,0.0,E,A*24\r\"
1543950640030752188,"""$GPRMC,191040.00,A,4150.0871068,N,08737.5897199,W,8.574,348.9,041218,0.0,E,A*25\r\"
1543950641027008101,"""$GPRMC,191041.00,A,4150.0899391,N,08737.5901602,W,9.344,359.0,041218,0.0,E,A*21\r\"
1543950642018208485,"""$GPRMC,191042.00,A,4150.0920542,N,08737.5904166,W,9.616,358.5,041218,0.0,E,A*2F\r\"
1543950643009959794,"""$GPRMC,191043.00,V,4150.0920208,N,08737.5919157,W,,,041218,0.0,E,N*32\r\n"""
1543950644015044790,"""$GPRMC,191044.00,A,4150.0986752,N,08737.5902648,W,10.896,0.7,041218,0.0,E,A*19\r\n"""
1543950645022191775,"""$GPRMC,191045.00,A,4150.1014828,N,08737.5902599,W,9.926,359.3,041218,0.0,E,A*2F\r\"
1543950646026508008,"""$GPRMC,191046.00,A,4150.1040972,N,08737.5902754,W,10.109,358.7,041218,0.0,E,A*18\r\"
1543950647009863861,"""$GPRMC,191047.00,V,4150.1030121,N,08737.5923246,W,,,041218,0.0,E,N*3D\r\n"""
1543950648013732180,"""$GPRMC,191048.00,V,4150.1058928,N,08737.5923734,W,,,041218,0.0,E,N*3D\r\n"""
1543950649017745193,"""$GPRMC,191049.00,A,4150.1123821,N,08737.5907080,W,10.868,357.6,041218,0.0,E,A*1F\r\"
1543950650022710832,"""$GPRMC,191050.00,A,4150.1153849,N,08737.5907092,W,10.167,358.1,041218,0.0,E,A*13\r\"
1543950651027564574,"""$GPRMC,191051.00,A,4150.1185785,N,08737.5902497,W,11.140,358.3,041218,0.0,E,A*14\r\"
1543950652017584572,"""$GPRMC,191052.00,V,4150.1240134,N,08737.5891838,W,,,041218,0.0,E,N*33\r\n"""
1543950653005589515,"""$GPRMC,191053.00,A,4150.1250049,N,08737.5902794,W,9.866,0.4,041218,0.0,E,A*27\r\n"""
1543950653997383881,"""$GPRMC,191054.00,V,,,,,,,041218,0.0,E,N*10\r\n"""
1543950655005630418,"""$GPRMC,191055.00,V,4150.1273687,N,08737.5923304,W,,,041218,0.0,E,N*37\r\n"""
1543950656019100201,"""$GPRMC,191056.00,A,4150.1329781,N,08737.5910539,W,10.589,358.8,041218,0.0,E,A*1E\r\"
1543950657013749598,"""$GPRMC,191057.00,A,4150.1369626,N,08737.5903500,W,10.054,356.6,041218,0.0,E,A*1A\r\"
1543950658018089334,"""$GPRMC,191058.00,A,4150.1396712,N,08737.5904952,W,11.626,1.9,041218,0.0,E,A*13\r\n"""
1543950659004133518,"""$GPRMC,191059.00,A,4150.1428867,N,08737.5902757,W,10.834,0.9,041218,0.0,E,A*1D\r\n"""
1543950660007387371,"""$GPRMC,191100.00,A,4150.1452250,N,08737.5907260,W,10.500,359.6,041218,0.0,E,A*1D\r\"
1543950661014814749,"""$GPRMC,191101.00,A,4150.1474463,N,08737.5905422,W,10.659,2.8,041218,0.0,E,A*10\r\n"""
1543950662014752267,"""$GPRMC,191102.00,A,4150.1511786,N,08737.5904958,W,9.731,358.2,041218,0.0,E,A*29\r\"
1543950663026550357,"""$GPRMC,191103.00,A,4150.1521754,N,08737.5910136,W,10.071,0.3,041218,0.0,E,A*15\r\n"""
1543950664030521218,"""$GPRMC,191104.00,A,4150.1552864,N,08737.5912677,W,9.775,1.2,041218,0.0,E,A*21\r\n"""
1543950665027170456,"""$GPRMC,191105.00,A,4150.1587105,N,08737.5908628,W,9.671,358.1,041218,0.0,E,A*2E\r\"
1543950666026849809,"""$GPRMC,191106.00,A,4150.1613527,N,08737.5909557,W,9.447,357.6,041218,0.0,E,A*22\r\"
1543950667027397155,"""$GPRMC,191107.00,A,4150.1642682,N,08737.5910411,W,10.355,358.5,041218,0.0,E,A*10\r\"
1543950668000575673,"""$GPRMC,191108.00,V,4150.1678624,N,08737.5909280,W,,,041218,0.0,E,N*3D\r\n"""
1543950669017820997,"""$GPRMC,191109.00,A,4150.1696436,N,08737.5918716,W,10.282,359.6,041218,0.0,E,A*1F\r\"
1543950670026848997,"""$GPRMC,191110.00,A,4150.1724411,N,08737.5919502,W,10.706,360.0,041218,0.0,E,A*19\r\"
1543950671005727237,"""$GPRMC,191111.00,A,4150.1748564,N,08737.5914845,W,11.657,358.6,041218,0.0,E,A*1B\r\"
1543950672026710022,"""$GPRMC,191112.00,A,4150.1785635,N,08737.5920316,W,13.223,355.2,041218,0.0,E,A*18\r\"
1543950673022518746,"""$GPRMC,191113.00,A,4150.1824235,N,08737.5923395,W,15.071,354.0,041218,0.0,E,A*11\r\"
1543950674034572171,"""$GPRMC,191114.00,A,4150.1868300,N,08737.5931635,W,15.349,354.6,041218,0.0,E,A*1B\r\"
1543950675034461163,"""$GPRMC,191115.00,A,4150.1909500,N,08737.5937558,W,15.093,355.6,041218,0.0,E,A*11\r\"
1543950676019468760,"""$GPRMC,191116.00,A,4150.1953018,N,08737.5944111,W,14.832,356.5,041218,0.0,E,A*1E\r\"
1543950677018462258,"""$GPRMC,191117.00,A,4150.1992387,N,08737.5947116,W,14.902,357.2,041218,0.0,E,A*17\r\"
1543950678026330827,"""$GPRMC,191118.00,A,4150.2035114,N,08737.5948454,W,15.160,358.6,041218,0.0,E,A*1D\r\"
1543950679011225458,"""$GPRMC,191119.00,A,4150.2086134,N,08737.5942819,W,15.693,357.0,041218,0.0,E,A*1B\r\"
